FlightID,AircraftModel,TailNumber
F5730,Boeing 777-300ER,VT-IMS
F5731,Bombardier Q400,VT-OHE
F5732,Bombardier Q400,VT-HHY
F5733,Boeing 787-8,VT-IRU
F5734,Airbus A321,VT-UTL
F5735,Airbus A319,VT-CVU
F5736,Bombardier Q400,VT-YYP
F5737,Boeing 777-300ER,VT-KNP
F5738,Boeing 737-900,VT-ZEX
F5739,Boeing 787-8,VT-WGM
F5740,Airbus A320,VT-NHC
F5741,Bombardier Q400,VT-QCH
F5742,ATR 72-600,VT-SLI
F5743,ATR 72-600,VT-MYR
F5744,Boeing 737-900,VT-URD
F5745,Boeing 787-8,VT-XCI
F5746,Boeing 737-900,VT-PIL
F5747,Airbus A320,VT-IXS
F5748,Bombardier Q400,VT-IWR
F5749,Boeing 787-8,VT-VWA
F5750,Boeing 787-8,VT-LZZ
F5751,ATR 72-600,VT-EDO
F5752,ATR 72-600,VT-WHQ
F5753,ATR 72-600,VT-ILB
F5754,Airbus A319,VT-ICB
F5755,Airbus A320,VT-EKP
F5756,Airbus A321,VT-NUO
F5757,Airbus A319,VT-TEQ
F5758,Airbus A320,VT-JRX
F5759,Airbus A319,VT-WKJ
F5760,Boeing 777-300ER,VT-IDD
F5761,Airbus A319,VT-HDF
F5762,Airbus A321,VT-PFO
F5763,Boeing 737-900,VT-CBM
F5764,Boeing 787-8,VT-HWQ
F5765,Airbus A320,VT-YBL
F5766,Boeing 787-8,VT-BLW
F5767,Airbus A320,VT-BCP
F5768,Boeing 737-800,VT-WMS
F5769,Airbus A319,VT-BOE
F5770,Airbus A321,VT-RAP
F5771,Boeing 787-8,VT-WHZ
F5772,Airbus A321,VT-AMW
F5773,Airbus A320,VT-PFE
F5774,ATR 72-600,VT-DXX
F5775,Boeing 777-300ER,VT-FDA
F5776,ATR 72-600,VT-AIW
F5777,Airbus A320,VT-JQX
F5778,Boeing 787-8,VT-CIE
F5779,Airbus A319,VT-YVC
F5780,Airbus A321,VT-WRK
F5781,Boeing 737-900,VT-NDI
F5782,Airbus A321,VT-KZP
F5783,Boeing 737-900,VT-THS
F5784,Boeing 737-900,VT-HQZ
F5785,Boeing 787-8,VT-PTD
F5786,Airbus A321,VT-NMD
F5787,Airbus A319,VT-VAA
F5788,Boeing 737-800,VT-SIP
F5789,Airbus A321,VT-ZOJ
F5790,Bombardier Q400,VT-UAN
F5791,Airbus A321,VT-KHJ
F5792,Bombardier Q400,VT-WWE
F5793,Boeing 777-300ER,VT-LQA
F5794,Bombardier Q400,VT-GQK
F5795,Boeing 787-8,VT-PMI
F5796,Airbus A320,VT-HFE
F5797,Boeing 777-300ER,VT-PAI
F5798,Boeing 737-800,VT-WVH
F5799,Boeing 777-300ER,VT-QGE
F5800,Boeing 737-900,VT-EET
F5801,Airbus A319,VT-LWN
F5802,ATR 72-600,VT-EGG
F5803,Bombardier Q400,VT-NCR
F5804,ATR 72-600,VT-IPF
F5805,Airbus A319,VT-VOP
F5806,Boeing 737-900,VT-KPR
F5807,Boeing 777-300ER,VT-GOB
F5808,Boeing 777-300ER,VT-XBA
F5809,Boeing 737-900,VT-WJB
F5810,Airbus A319,VT-FAI
F5811,Boeing 737-800,VT-YIB
F5812,Airbus A321,VT-EVL
F5813,Boeing 777-300ER,VT-FUD
F5814,Boeing 777-300ER,VT-JDR
F5815,ATR 72-600,VT-ZSU
F5816,Bombardier Q400,VT-NEL
F5817,Boeing 777-300ER,VT-DKO
F5818,Airbus A320,VT-GRL
F5819,Bombardier Q400,VT-LDC
F5820,Airbus A321,VT-EPY
F5821,ATR 72-600,VT-OHJ
F5822,Airbus A320,VT-HZK
F5823,Boeing 777-300ER,VT-ZGC
F5824,Boeing 737-800,VT-OMP
F5825,Boeing 737-800,VT-BOY
F5826,Bombardier Q400,VT-WYA
F5827,ATR 72-600,VT-AIJ
F5828,Bombardier Q400,VT-UBY
F5829,Boeing 787-8,VT-RQS
F5830,Boeing 737-800,VT-BGV
F5831,Boeing 777-300ER,VT-LQY
F5832,Boeing 787-8,VT-BEZ
F5833,Boeing 737-900,VT-FJO
F5834,Boeing 787-8,VT-KFO
F5835,Boeing 787-8,VT-BXX
F5836,Boeing 787-8,VT-IRW
F5837,Airbus A321,VT-CNZ
F5838,Bombardier Q400,VT-EMZ
F5839,Airbus A319,VT-XRG
F5840,Boeing 737-900,VT-ZJF
F5841,Boeing 787-8,VT-AHV
F5842,Bombardier Q400,VT-IMO
F5843,Boeing 737-900,VT-IJY
F5844,Airbus A319,VT-PNO
F5845,Boeing 787-8,VT-UUZ
F5846,Boeing 777-300ER,VT-GSO
F5847,Boeing 777-300ER,VT-PBO
F5848,ATR 72-600,VT-MXN
F5849,Bombardier Q400,VT-SXE
F5850,Bombardier Q400,VT-DDR
F5851,Bombardier Q400,VT-FJO
F5852,Boeing 777-300ER,VT-UCR
F5853,ATR 72-600,VT-BZQ
F5854,Boeing 737-900,VT-FLU
F5855,Boeing 787-8,VT-RPB
F5856,Boeing 737-800,VT-INV
F5857,Boeing 777-300ER,VT-KGL
F5858,Bombardier Q400,VT-TUA
F5859,Boeing 737-800,VT-MGU
F5860,Airbus A319,VT-FKV
F5861,Bombardier Q400,VT-LYG
F5862,Boeing 787-8,VT-ITL
F5863,Boeing 777-300ER,VT-KWN
F5864,Bombardier Q400,VT-PHZ
F5865,Boeing 777-300ER,VT-RZY
F5866,Boeing 737-900,VT-DAR
F5867,Bombardier Q400,VT-UPW
F5868,Boeing 737-800,VT-AAU
F5869,Airbus A321,VT-UQO
F5870,Boeing 787-8,VT-DRY
F5871,Boeing 737-800,VT-WZW
F5872,Boeing 737-800,VT-OLP
F5873,Boeing 737-800,VT-HDI
F5874,Airbus A320,VT-KRD
F5875,Airbus A320,VT-IWM
F5876,Boeing 787-8,VT-USA
F5877,Bombardier Q400,VT-CKY
F5878,ATR 72-600,VT-PNB
F5879,Boeing 737-900,VT-MEJ
F5880,Airbus A320,VT-AFJ
F5881,Boeing 737-800,VT-JAS
F5882,Boeing 737-800,VT-ULJ
F5883,Airbus A320,VT-WAV
F5884,Boeing 777-300ER,VT-QDW
F5885,Boeing 737-800,VT-TVM
F5886,Boeing 777-300ER,VT-IVK
F5887,Boeing 737-900,VT-KEV
F5888,Airbus A319,VT-WPE
F5889,Bombardier Q400,VT-PXF
F5890,Airbus A320,VT-JWN
F5891,Boeing 777-300ER,VT-EVP
F5892,Bombardier Q400,VT-VXC
F5893,Bombardier Q400,VT-XHZ
F5894,Airbus A321,VT-NHW
F5895,Boeing 737-800,VT-QGZ
F5896,Boeing 737-800,VT-HTB
F5897,ATR 72-600,VT-WHD
F5898,Airbus A319,VT-NVS
F5899,Boeing 777-300ER,VT-AZT
F5900,Boeing 787-8,VT-OIJ
F5901,Airbus A319,VT-GTA
F5902,Airbus A321,VT-RXR
F5903,Boeing 787-8,VT-LFA
F5904,Boeing 787-8,VT-CTX
F5905,Boeing 737-900,VT-EVS
F5906,Airbus A321,VT-VQA
F5907,ATR 72-600,VT-LDF
F5908,Boeing 737-800,VT-BEC
F5909,Airbus A320,VT-JVL
F5910,Boeing 787-8,VT-GQV
F5911,Boeing 737-900,VT-MAX
F5912,ATR 72-600,VT-NQF
F5913,ATR 72-600,VT-OFB
F5914,Airbus A319,VT-ISF
F5915,Airbus A320,VT-YDW
F5916,Boeing 737-900,VT-RYV
F5917,Boeing 777-300ER,VT-XPE
F5918,ATR 72-600,VT-JMI
F5919,ATR 72-600,VT-KQB
F5920,Boeing 777-300ER,VT-ZCV
F5921,Airbus A320,VT-DIV
F5922,Airbus A319,VT-YLN
F5923,Boeing 737-800,VT-AOL
F5924,ATR 72-600,VT-TNP
F5925,Boeing 777-300ER,VT-IDU
F5926,Boeing 737-800,VT-FKB
F5927,Airbus A321,VT-FMI
F5928,Bombardier Q400,VT-WZU
F5929,Airbus A319,VT-IMB
F5930,Airbus A319,VT-YIH
F5931,Airbus A321,VT-GEO
F5932,Airbus A319,VT-HWL
F5933,Boeing 777-300ER,VT-WGZ
F5934,Bombardier Q400,VT-WTR
F5935,Boeing 737-800,VT-EKX
F5936,Airbus A320,VT-VAX
F5937,Boeing 787-8,VT-MXD
F5938,Bombardier Q400,VT-INS
F5939,Airbus A321,VT-GFG
F5940,Boeing 737-900,VT-BCW
F5941,Airbus A321,VT-IQF
F5942,Boeing 737-800,VT-FMR
F5943,Airbus A319,VT-EKF
F5944,ATR 72-600,VT-KBE
F5945,Airbus A321,VT-HDU
F5946,Airbus A320,VT-FVL
F5947,Boeing 787-8,VT-NLN
F5948,Boeing 787-8,VT-HTA
F5949,Airbus A321,VT-EXZ
F5950,Boeing 777-300ER,VT-JWI
F5951,Boeing 787-8,VT-XGN
F5952,ATR 72-600,VT-HBW
F5953,Boeing 777-300ER,VT-TPS
F5954,Boeing 787-8,VT-ZPV
F5955,Airbus A320,VT-NYF
F5956,Airbus A320,VT-XJD
F5957,Airbus A321,VT-HWF
F5958,Boeing 777-300ER,VT-MKB
F5959,ATR 72-600,VT-XUG
F5960,Airbus A320,VT-ASO
F5961,Boeing 737-900,VT-OPX
F5962,Boeing 787-8,VT-HZM
F5963,Boeing 787-8,VT-YUF
F5964,Bombardier Q400,VT-KJI
F5965,Airbus A321,VT-NDH
F5966,Boeing 737-800,VT-OME
F5967,Boeing 777-300ER,VT-FDI
F5968,Boeing 737-900,VT-SLD
F5969,Airbus A319,VT-PUX
F5970,Airbus A321,VT-YEE
F5971,Bombardier Q400,VT-QJM
F5972,Boeing 777-300ER,VT-UCV
F5973,Bombardier Q400,VT-GUN
F5974,Boeing 737-800,VT-KTI
F5975,Airbus A319,VT-EAV
F5976,Boeing 737-800,VT-VKA
F5977,Airbus A320,VT-AFN
F5978,Airbus A321,VT-OZL
F5979,Airbus A321,VT-NAM
F5980,ATR 72-600,VT-OQE
F5981,Boeing 787-8,VT-GES
F5982,Airbus A319,VT-DMM
F5983,ATR 72-600,VT-NEH
F5984,Boeing 737-800,VT-KVJ
F5985,Bombardier Q400,VT-CPL
F5986,Airbus A321,VT-YWY
F5987,Boeing 737-800,VT-HDO
F5988,Boeing 777-300ER,VT-CDR
F5989,Bombardier Q400,VT-XCT
F5990,Boeing 737-900,VT-AQZ
F5991,Boeing 737-800,VT-GJF
F5992,Airbus A321,VT-EZE
F5993,Airbus A320,VT-FEZ
F5994,Airbus A321,VT-BCO
F5995,Airbus A319,VT-SEP
F5996,Boeing 777-300ER,VT-STE
F5997,Boeing 737-900,VT-SLA
F5998,ATR 72-600,VT-UHA
F5999,Airbus A320,VT-TSL
F6000,Boeing 737-800,VT-OCF
F6001,ATR 72-600,VT-NLE
F6002,Airbus A320,VT-GMT
F6003,Airbus A321,VT-UXR
F6004,Boeing 777-300ER,VT-IDO
F6005,Boeing 737-900,VT-KOO
F6006,Boeing 777-300ER,VT-CMT
F6007,Airbus A319,VT-BDG
F6008,Airbus A321,VT-BIN
F6009,Airbus A319,VT-YFA
F6010,Airbus A320,VT-VYK
F6011,Boeing 737-900,VT-NPB
F6012,Bombardier Q400,VT-QCH
F6013,ATR 72-600,VT-NRO
F6014,Boeing 737-800,VT-OET
F6015,Boeing 787-8,VT-WXY
F6016,Boeing 787-8,VT-EXW
F6017,Boeing 787-8,VT-JPA
F6018,Bombardier Q400,VT-HYB
F6019,Bombardier Q400,VT-FNA
F6020,Boeing 737-900,VT-PLS
F6021,Bombardier Q400,VT-BKD
F6022,ATR 72-600,VT-ACQ
F6023,Bombardier Q400,VT-YTD
F6024,Boeing 737-800,VT-ZOM
F6025,Boeing 737-900,VT-UWJ
F6026,Boeing 737-800,VT-NFF
F6027,Boeing 777-300ER,VT-ZFT
F6028,Bombardier Q400,VT-PPP
F6029,Boeing 777-300ER,VT-DWC
F6030,Airbus A320,VT-LPA
F6031,Boeing 787-8,VT-JTE
F6032,Airbus A320,VT-SBE
F6033,Airbus A321,VT-QLW
F6034,Bombardier Q400,VT-HYV
F6035,Airbus A321,VT-XQV
F6036,Bombardier Q400,VT-YYQ
F6037,Boeing 777-300ER,VT-LMV
F6038,Boeing 737-800,VT-ALQ
F6039,Bombardier Q400,VT-FHA
F6040,Boeing 777-300ER,VT-DXA
F6041,Boeing 737-800,VT-QVT
F6042,Airbus A320,VT-BZI
F6043,Boeing 777-300ER,VT-XJD
F6044,ATR 72-600,VT-KUO
F6045,Bombardier Q400,VT-SRP
F6046,Boeing 737-900,VT-XCM
F6047,Airbus A319,VT-XSF
F6048,Boeing 737-900,VT-CBI
F6049,Boeing 737-900,VT-ZNI
F6050,Boeing 787-8,VT-SVX
F6051,Airbus A319,VT-IOJ
F6052,Boeing 737-900,VT-MLR
F6053,Boeing 777-300ER,VT-OEO
F6054,Bombardier Q400,VT-ZWE
F6055,Airbus A321,VT-GEB
F6056,Airbus A321,VT-SUA
F6057,Airbus A319,VT-AZQ
F6058,Airbus A321,VT-XAM
F6059,Boeing 737-800,VT-IKJ
F6060,Airbus A321,VT-JJY
F6061,Airbus A320,VT-GGS
F6062,Boeing 737-900,VT-SCF
F6063,ATR 72-600,VT-PYB
F6064,Boeing 737-900,VT-HCB
F6065,Airbus A321,VT-VDS
F6066,Boeing 777-300ER,VT-AQP
F6067,Boeing 737-900,VT-WLF
F6068,Bombardier Q400,VT-AMZ
F6069,Airbus A321,VT-MJY
F6070,ATR 72-600,VT-ULT
F6071,Bombardier Q400,VT-YTU
F6072,ATR 72-600,VT-EBR
F6073,Bombardier Q400,VT-SMR
F6074,Boeing 737-800,VT-LLX
F6075,Boeing 777-300ER,VT-ZZY
F6076,Airbus A319,VT-RBA
F6077,Boeing 787-8,VT-WYE
F6078,Airbus A321,VT-ESG
F6079,Boeing 787-8,VT-ULA
F6080,Boeing 737-900,VT-GQV
F6081,Boeing 737-900,VT-NWQ
F6082,Bombardier Q400,VT-KAK
F6083,Airbus A321,VT-FIE
F6084,ATR 72-600,VT-DGR
F6085,Airbus A320,VT-ACV
F6086,Airbus A319,VT-XDU
F6087,Airbus A321,VT-ICA
F6088,ATR 72-600,VT-OIP
F6089,Boeing 737-800,VT-AIT
F6090,Boeing 737-800,VT-YZJ
F6091,ATR 72-600,VT-MXP
F6092,Airbus A319,VT-FXR
F6093,Boeing 787-8,VT-IAD
F6094,Boeing 737-900,VT-IGT
F6095,Airbus A320,VT-PZH
F6096,ATR 72-600,VT-ZLE
F6097,Boeing 787-8,VT-RXL
F6098,Airbus A320,VT-SHP
F6099,Airbus A321,VT-UDM
F6100,Boeing 787-8,VT-VTC
F6101,Boeing 787-8,VT-XVE
F6102,Airbus A320,VT-HXH
F6103,Boeing 787-8,VT-XUS
F6104,Bombardier Q400,VT-DAI
F6105,Boeing 777-300ER,VT-JLV
F6106,Boeing 777-300ER,VT-SZS
F6107,Boeing 777-300ER,VT-AOP
F6108,Boeing 737-900,VT-AQO
F6109,Boeing 737-800,VT-KPW
F6110,ATR 72-600,VT-EFR
F6111,Boeing 737-800,VT-URA
F6112,Boeing 737-800,VT-ZGN
F6113,Boeing 787-8,VT-ALN
F6114,Boeing 787-8,VT-OIM
F6115,Boeing 777-300ER,VT-YDV
F6116,Airbus A319,VT-KJX
F6117,Boeing 787-8,VT-ZHE
F6118,Airbus A321,VT-QWM
F6119,Boeing 737-900,VT-ZZA
F6120,Airbus A320,VT-BXK
F6121,Boeing 777-300ER,VT-FAD
F6122,Airbus A319,VT-VRK
F6123,Boeing 737-800,VT-YPL
F6124,ATR 72-600,VT-LWJ
F6125,Airbus A321,VT-GES
F6126,Boeing 737-900,VT-MTK
F6127,Boeing 787-8,VT-TDH
F6128,Boeing 737-800,VT-TJV
F6129,Boeing 737-900,VT-NMF
F6130,Boeing 737-900,VT-VWQ
F6131,Airbus A319,VT-NFS
F6132,Bombardier Q400,VT-PXW
F6133,Boeing 787-8,VT-VBR
F6134,Boeing 737-800,VT-SAE
F6135,Bombardier Q400,VT-UIB
F6136,Airbus A319,VT-LOF
F6137,Bombardier Q400,VT-VLO
F6138,Bombardier Q400,VT-TRZ
F6139,Boeing 787-8,VT-RAL
F6140,Bombardier Q400,VT-ORW
F6141,Airbus A321,VT-PZA
F6142,Bombardier Q400,VT-SHB
F6143,Airbus A319,VT-UVU
F6144,ATR 72-600,VT-CLL
F6145,ATR 72-600,VT-CTG
F6146,Airbus A319,VT-HBG
F6147,ATR 72-600,VT-LHZ
F6148,Boeing 737-800,VT-XIE
F6149,ATR 72-600,VT-HVH
F6150,Bombardier Q400,VT-VVT
F6151,Boeing 737-900,VT-YFT
F6152,Airbus A321,VT-XKN
F6153,Airbus A321,VT-YZH
F6154,Airbus A319,VT-JZL
F6155,Bombardier Q400,VT-LTO
F6156,Bombardier Q400,VT-KZE
F6157,Airbus A319,VT-CUF
F6158,Boeing 787-8,VT-RPI
F6159,Airbus A320,VT-AYX
F6160,Boeing 737-800,VT-FCL
F6161,Boeing 737-800,VT-MXP
F6162,Boeing 787-8,VT-NYT
F6163,Bombardier Q400,VT-HDU
F6164,Boeing 737-800,VT-UUQ
F6165,Airbus A320,VT-LFE
F6166,Boeing 737-800,VT-ZQX
F6167,Airbus A320,VT-VVG
F6168,ATR 72-600,VT-KXJ
F6169,Boeing 777-300ER,VT-PVE
F6170,Boeing 777-300ER,VT-RVP
F6171,ATR 72-600,VT-XJU
F6172,Airbus A320,VT-GOA
F6173,Boeing 777-300ER,VT-OKI
F6174,Boeing 737-900,VT-FEQ
F6175,Boeing 787-8,VT-YFD
F6176,Boeing 737-800,VT-LHY
F6177,Airbus A320,VT-WME
F6178,Boeing 737-800,VT-QCL
F6179,ATR 72-600,VT-YCI
F6180,ATR 72-600,VT-SGP
F6181,Bombardier Q400,VT-FZC
F6182,Airbus A320,VT-LQO
F6183,Boeing 737-900,VT-IUM
F6184,Boeing 787-8,VT-OOS
F6185,Boeing 737-900,VT-AFU
F6186,Boeing 737-900,VT-NRS
F6187,Airbus A320,VT-QIB
F6188,ATR 72-600,VT-DZT
F6189,Airbus A320,VT-FMG
F6190,Bombardier Q400,VT-EUA
F6191,Airbus A321,VT-HNL
F6192,ATR 72-600,VT-NQE
F6193,Airbus A319,VT-PQV
F6194,Airbus A320,VT-XSQ
F6195,Boeing 737-900,VT-TSW
F6196,ATR 72-600,VT-GQG
F6197,Airbus A320,VT-CMW
F6198,Airbus A320,VT-AIL
F6199,Boeing 787-8,VT-MZE
F6200,Airbus A321,VT-DVZ
F6201,Airbus A319,VT-JKS
F6202,Airbus A320,VT-GFX
F6203,Boeing 737-800,VT-ZFX
F6204,Airbus A319,VT-FJZ
F6205,Bombardier Q400,VT-RFK
F6206,Airbus A320,VT-DMU
F6207,Airbus A321,VT-MUR
F6208,Boeing 777-300ER,VT-YTT
F6209,Airbus A319,VT-EWW
F6210,Boeing 737-800,VT-UCZ
F6211,Boeing 737-800,VT-KFG
F6212,Airbus A320,VT-GIK
F6213,Boeing 737-900,VT-BDJ
F6214,Bombardier Q400,VT-TKT
F6215,Boeing 777-300ER,VT-WSS
F6216,Boeing 737-800,VT-GJX
F6217,Airbus A319,VT-EPP
F6218,Boeing 737-800,VT-IJL
F6219,Boeing 787-8,VT-DAF
F6220,Airbus A321,VT-OGA
F6221,Boeing 737-800,VT-WLP
F6222,Boeing 787-8,VT-JDZ
F6223,ATR 72-600,VT-JHO
F6224,Boeing 737-900,VT-YVI
F6225,Airbus A319,VT-SNE
F6226,Boeing 737-800,VT-RPB
F6227,Boeing 787-8,VT-WHP
F6228,Boeing 737-800,VT-VUD
F6229,Airbus A321,VT-NBN
F6230,Airbus A319,VT-AJV
F6231,Airbus A321,VT-VMG
F6232,Boeing 737-900,VT-TZC
F6233,Airbus A320,VT-DNS
F6234,ATR 72-600,VT-SQJ
F6235,Airbus A321,VT-XEI
F6236,Airbus A320,VT-PJK
F6237,Airbus A320,VT-AWX
F6238,ATR 72-600,VT-ZMG
F6239,Bombardier Q400,VT-GAX
F6240,Boeing 737-800,VT-VPG
F6241,Boeing 737-900,VT-ECS
F6242,Airbus A319,VT-SJY
F6243,ATR 72-600,VT-ZUD
F6244,Boeing 787-8,VT-VHM
F6245,ATR 72-600,VT-HVB
F6246,Boeing 777-300ER,VT-GZP
F6247,Boeing 787-8,VT-XRW
F6248,Boeing 787-8,VT-JCZ
F6249,Airbus A320,VT-CFR
F6250,Bombardier Q400,VT-QWY
F6251,ATR 72-600,VT-DWW
F6252,Bombardier Q400,VT-ENG
F6253,Boeing 737-900,VT-OSA
F6254,Boeing 737-900,VT-QUX
F6255,Boeing 737-900,VT-NWS
F6256,ATR 72-600,VT-YIO
F6257,Boeing 737-800,VT-RSV
F6258,Airbus A321,VT-SMY
F6259,Airbus A319,VT-FNS
F6260,Boeing 777-300ER,VT-HEN
F6261,Boeing 737-800,VT-ATY
F6262,Boeing 787-8,VT-VYP
F6263,Boeing 737-800,VT-WXL
F6264,Boeing 777-300ER,VT-LBV
F6265,Bombardier Q400,VT-JSI
F6266,Boeing 787-8,VT-DEF
F6267,Airbus A320,VT-BOG
F6268,Airbus A320,VT-ZBG
F6269,Airbus A320,VT-DPP
F6270,Airbus A320,VT-NOX
F6271,Boeing 737-900,VT-BGZ
F6272,Airbus A319,VT-SAI
F6273,Boeing 737-900,VT-CZR
F6274,Airbus A319,VT-LAQ
F6275,Boeing 787-8,VT-YID
F6276,Airbus A320,VT-KQU
F6277,Boeing 737-900,VT-SIU
F6278,Airbus A321,VT-XGZ
F6279,Airbus A321,VT-RGP
F6280,Airbus A319,VT-SDL
F6281,Airbus A320,VT-FKU
F6282,Boeing 737-800,VT-UAT
F6283,Boeing 787-8,VT-RTO
F6284,Boeing 737-900,VT-BVS
F6285,ATR 72-600,VT-MHD
F6286,Boeing 787-8,VT-VGF
F6287,ATR 72-600,VT-WSO
F6288,Airbus A319,VT-ZTK
F6289,Bombardier Q400,VT-PVM
F6290,Boeing 787-8,VT-JLH
F6291,Boeing 787-8,VT-EDM
F6292,ATR 72-600,VT-PBB
F6293,ATR 72-600,VT-TWQ
F6294,Airbus A319,VT-HLJ
F6295,Boeing 737-900,VT-PHF
F6296,Airbus A319,VT-FIW
F6297,Boeing 737-800,VT-JVB
F6298,Airbus A319,VT-PMS
F6299,Airbus A319,VT-LDF
F6300,ATR 72-600,VT-MUL
F6301,ATR 72-600,VT-QCT
F6302,Boeing 737-900,VT-VCH
F6303,Boeing 737-900,VT-NJM
F6304,Airbus A320,VT-CON
F6305,Boeing 787-8,VT-RSS
F6306,Bombardier Q400,VT-BDP
F6307,Bombardier Q400,VT-CGR
F6308,Boeing 777-300ER,VT-TGU
F6309,ATR 72-600,VT-ADD
F6310,Airbus A320,VT-TDA
F6311,Airbus A319,VT-ILM
F6312,Bombardier Q400,VT-TMM
F6313,Bombardier Q400,VT-TGH
F6314,Boeing 737-800,VT-DUO
F6315,Airbus A320,VT-RDD
F6316,Airbus A319,VT-GXS
F6317,Boeing 787-8,VT-BWR
F6318,Airbus A321,VT-DWE
F6319,Bombardier Q400,VT-NDY
F6320,Airbus A319,VT-CCA
F6321,Bombardier Q400,VT-DGG
F6322,Boeing 737-900,VT-LRE
F6323,Airbus A320,VT-FEK
F6324,Airbus A319,VT-BIR
F6325,Boeing 787-8,VT-IUD
F6326,Boeing 777-300ER,VT-HON
F6327,Airbus A320,VT-SXJ
F6328,Airbus A319,VT-TOI
F6329,Boeing 787-8,VT-DTS
F6330,Airbus A320,VT-FCR
F6331,Airbus A321,VT-SSG
F6332,Airbus A320,VT-XWW
F6333,Bombardier Q400,VT-WUA
F6334,Bombardier Q400,VT-BTZ
F6335,Boeing 787-8,VT-JKP
F6336,Airbus A320,VT-FMZ
F6337,Boeing 737-900,VT-WUD
F6338,Boeing 787-8,VT-OYX
F6339,Boeing 737-900,VT-TEW
F6340,ATR 72-600,VT-YKA
F6341,Boeing 777-300ER,VT-JOQ
F6342,ATR 72-600,VT-KBS
F6343,Bombardier Q400,VT-SKY
F6344,ATR 72-600,VT-YAX
F6345,Airbus A320,VT-RZG
F6346,Boeing 737-900,VT-VFC
F6347,Boeing 777-300ER,VT-ACD
F6348,Bombardier Q400,VT-OEB
F6349,Boeing 787-8,VT-ZSD
F6350,Boeing 737-900,VT-LOM
F6351,Airbus A321,VT-UWO
F6352,Boeing 787-8,VT-UTG
F6353,Airbus A319,VT-UUP
F6354,Airbus A320,VT-LUP
F6355,Bombardier Q400,VT-PPZ
F6356,Boeing 777-300ER,VT-ISJ
F6357,Bombardier Q400,VT-BDC
F6358,Airbus A319,VT-OUM
F6359,Boeing 737-900,VT-WFP
F6360,Airbus A321,VT-IJR
F6361,Airbus A320,VT-NDU
F6362,Boeing 737-900,VT-GPA
F6363,Boeing 777-300ER,VT-GWT
F6364,Boeing 737-900,VT-OVM
F6365,Boeing 787-8,VT-JJO
F6366,Airbus A319,VT-XZA
F6367,Airbus A320,VT-EZZ
F6368,Bombardier Q400,VT-EZT
F6369,Airbus A321,VT-FNA
F6370,Boeing 737-900,VT-UHN
F6371,Boeing 787-8,VT-MBO
F6372,ATR 72-600,VT-JGY
F6373,Bombardier Q400,VT-KAO
F6374,Bombardier Q400,VT-CRH
F6375,Airbus A320,VT-SIJ
F6376,Boeing 787-8,VT-JBX
F6377,Bombardier Q400,VT-QAL
F6378,Airbus A319,VT-KMC
F6379,Airbus A320,VT-TGN
F6380,Boeing 737-800,VT-DTP
F6381,ATR 72-600,VT-ZCV
F6382,Boeing 777-300ER,VT-THQ
F6383,Airbus A320,VT-FJP
F6384,Airbus A320,VT-AIK
F6385,Boeing 777-300ER,VT-NVF
F6386,Boeing 737-800,VT-IOB
F6387,Boeing 777-300ER,VT-VHI
F6388,Boeing 737-800,VT-PDT
F6389,Boeing 737-800,VT-ICL
F6390,Bombardier Q400,VT-QBO
F6391,Bombardier Q400,VT-VVS
F6392,Boeing 787-8,VT-SYH
F6393,ATR 72-600,VT-RCP
F6394,Bombardier Q400,VT-MLY
F6395,Airbus A320,VT-HZU
F6396,ATR 72-600,VT-CTU
F6397,ATR 72-600,VT-JIO
F6398,Boeing 787-8,VT-XMZ
F6399,ATR 72-600,VT-BWJ
F6400,Boeing 737-900,VT-LZM
F6401,Boeing 787-8,VT-NNK
F6402,Airbus A321,VT-GCA
F6403,ATR 72-600,VT-IHU
F6404,Airbus A320,VT-GFB
F6405,Airbus A321,VT-MPH
F6406,ATR 72-600,VT-LTY
F6407,Airbus A320,VT-SQY
F6408,Boeing 777-300ER,VT-XRN
F6409,ATR 72-600,VT-EAM
F6410,Airbus A321,VT-APQ
F6411,Boeing 787-8,VT-IZA
F6412,Airbus A319,VT-UWS
F6413,Boeing 737-900,VT-DSP
F6414,Bombardier Q400,VT-VHM
F6415,Airbus A319,VT-CHD
F6416,Boeing 737-800,VT-YNR
F6417,Boeing 737-900,VT-NOX
F6418,Boeing 777-300ER,VT-EKZ
F6419,Boeing 737-800,VT-VYN
F6420,Airbus A321,VT-JFO
F6421,Bombardier Q400,VT-ROD
F6422,ATR 72-600,VT-JBR
F6423,Airbus A320,VT-XDQ
F6424,Boeing 737-900,VT-OVD
F6425,Boeing 737-800,VT-AKN
F6426,Boeing 737-900,VT-TRT
F6427,Boeing 737-900,VT-TWS
F6428,Airbus A319,VT-HQC
F6429,Airbus A320,VT-USZ
F6430,Boeing 737-800,VT-RAL
F6431,Boeing 787-8,VT-YMB
F6432,Boeing 737-800,VT-UQM
F6433,Boeing 777-300ER,VT-KGG
F6434,Airbus A321,VT-LIJ
F6435,Boeing 787-8,VT-BPD
F6436,Airbus A321,VT-RCJ
F6437,Boeing 787-8,VT-NLA
F6438,Boeing 777-300ER,VT-AEN
F6439,Airbus A321,VT-HDU
F6440,Boeing 737-900,VT-IAU
F6441,Boeing 787-8,VT-HNE
F6442,Boeing 777-300ER,VT-DVO
F6443,Airbus A320,VT-HQL
